p,totalPrice
"[{name:CVG},{},{date:11/17/2015 13:00:32,duration:{low:56.0,high:0.0,transport-class:Integer},distance:{low:264.0,high:0.0,transport-class:Integer},airline:20304},{date:11/17/2015 13:00:32,duration:{low:56.0,high:0.0,transport-class:Integer},distance:{low:264.0,high:0.0,transport-class:Integer},airline:20304},{},{name:ORD},{name:ORD},{},{date:11/30/2015 04:08:17,duration:{low:23.0,high:0.0,transport-class:Integer},distance:{low:108.0,high:0.0,transport-class:Integer},airline:19977},{date:11/30/2015 04:08:17,duration:{low:23.0,high:0.0,transport-class:Integer},distance:{low:108.0,high:0.0,transport-class:Integer},airline:19977},{},{name:MSN}]",297.75
